# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType	Bases affected (DOWNSTREAM)	Total score (DOWNSTREAM)	Length (DOWNSTREAM)	Bases affected (EXON)	Total score (EXON)	Length (EXON)	Bases affected (GENE)	Total score (GENE)	Length (GENE)	Bases affected (INTRON)	Total score (INTRON)	Length (INTRON)	Bases affected (UPSTREAM)	Total score (UPSTREAM)	Length (UPSTREAM)	Count (DOWNSTREAM)	Count (FRAME_SHIFT)	Count (INTRON)	Count (UPSTREAM)
queC	queC	mRNA	0	0	50	0	0	696	0	0	696	0	0	0	0	0	50	0	0	0	0
queD	queD	mRNA	0	0	50	0	0	366	0	0	366	0	0	0	0	0	50	0	0	0	0
queF	queF	mRNA	0	0	50	0	0	849	0	0	849	0	0	0	0	0	50	0	0	0	0
quuD	quuD	mRNA	0	0	50	0	0	384	0	0	384	0	0	0	0	0	50	0	0	0	0
quuQ	quuQ	mRNA	0	0	50	0	0	753	0	0	753	0	0	0	0	0	50	0	0	0	0
racC	racC	mRNA	0	0	50	0	0	276	0	0	276	0	0	0	0	0	50	0	0	0	0
racR	racR	mRNA	0	0	50	0	0	477	0	0	477	0	0	0	0	0	50	0	0	0	0
radA	radA	mRNA	0	0	50	0	0	1383	0	0	1383	0	0	0	0	0	50	0	0	0	0
raiA	raiA	mRNA	0	0	50	0	0	342	0	0	342	0	0	0	0	0	50	0	0	0	0
ralR	ralR	mRNA	0	0	50	0	0	195	0	0	195	0	0	0	0	0	50	0	0	0	0
rapA	rapA	mRNA	0	0	50	0	0	2907	0	0	2907	0	0	0	0	0	50	0	0	0	0
rarA	rarA	mRNA	0	0	50	0	0	1344	0	0	1344	0	0	0	0	0	50	0	0	0	0
rarD	rarD	mRNA	0	0	50	0	0	891	0	0	891	0	0	0	0	0	50	0	0	0	0
ravA	ravA	mRNA	0	0	50	0	0	1497	0	0	1497	0	0	0	0	0	50	0	0	0	0
rbbA	rbbA	mRNA	0	0	50	0	0	2736	0	0	2736	0	0	0	0	0	50	0	0	0	0
rbfA	rbfA	mRNA	0	0	50	0	0	402	0	0	402	0	0	0	0	0	50	0	0	0	0
rbn	rbn	mRNA	0	0	50	0	0	918	0	0	918	0	0	0	0	0	50	0	0	0	0
rbsA	rbsA	mRNA	0	0	50	1	0	1506	0	0	1506	0	0	0	0	0	50	0	1	0	0
rbsB	rbsB	mRNA	0	0	50	0	0	891	0	0	891	0	0	0	0	0	50	0	0	0	0
rbsC	rbsC	mRNA	0	0	50	0	0	966	0	0	966	0	0	0	0	0	50	0	0	0	0
rbsD	rbsD	mRNA	0	0	50	0	0	420	0	0	420	0	0	0	0	0	50	0	0	0	0
rbsK	rbsK	mRNA	0	0	50	0	0	930	0	0	930	0	0	0	0	0	50	0	0	0	0
rbsR	rbsR	mRNA	0	0	50	0	0	993	0	0	993	0	0	0	0	0	50	0	0	0	0
rcnA	rcnA	mRNA	0	0	50	0	0	825	0	0	825	0	0	0	0	0	50	0	0	0	0
rcnR	rcnR	mRNA	0	0	50	0	0	273	0	0	273	0	0	0	0	0	50	0	0	0	0
rcsA	rcsA	mRNA	0	0	50	0	0	624	0	0	624	0	0	0	0	0	50	0	0	0	0
rcsB	rcsB	mRNA	0	0	50	0	0	651	0	0	651	0	0	0	0	0	50	0	0	0	0
rcsC	rcsC	mRNA	0	0	50	0	0	2850	0	0	2850	0	0	0	0	0	50	0	0	0	0
rcsD	rcsD	mRNA	0	0	50	0	0	2673	0	0	2673	0	0	0	0	0	50	0	0	0	0
rcsF	rcsF	mRNA	0	0	50	0	0	405	0	0	405	0	0	0	0	0	50	0	0	0	0
rdgB	rdgB	mRNA	0	0	50	0	0	594	0	0	594	0	0	0	0	0	50	0	0	0	0
rdgC	rdgC	mRNA	0	0	50	0	0	912	0	0	912	0	0	0	0	0	50	0	0	0	0
rdlA	rdlA	ncRNA	0	0	50	0	0	67	0	0	67	0	0	0	0	0	50	0	0	0	0
rdlB	rdlB	ncRNA	0	0	50	0	0	66	0	0	66	0	0	0	0	0	50	0	0	0	0
rdlC	rdlC	ncRNA	0	0	50	0	0	68	0	0	68	0	0	0	0	0	50	0	0	0	0
rdlD	rdlD	ncRNA	0	0	50	0	0	66	0	0	66	0	0	0	0	0	50	0	0	0	0
rdoA	rdoA	mRNA	0	0	50	0	0	987	0	0	987	0	0	0	0	0	50	0	0	0	0
recA	recA	mRNA	0	0	50	0	0	1062	0	0	1062	0	0	0	0	0	50	0	0	0	0
recB	recB	mRNA	0	0	50	0	0	3543	0	0	3543	0	0	0	0	0	50	0	0	0	0
recC	recC	mRNA	0	0	50	0	0	3369	0	0	3369	0	0	0	0	0	50	0	0	0	0
recD	recD	mRNA	0	0	50	0	0	1827	0	0	1827	0	0	0	0	0	50	0	0	0	0
recE	recE	mRNA	0	0	50	0	0	2601	0	0	2601	0	0	0	0	0	50	0	0	0	0
recF	recF	mRNA	0	0	50	0	0	1074	0	0	1074	0	0	0	0	0	50	0	0	0	0
recG	recG	mRNA	0	0	50	0	0	2082	0	0	2082	0	0	0	0	0	50	0	0	0	0
recJ	recJ	mRNA	0	0	50	2	0	1734	0	0	1734	0	0	0	0	0	50	0	2	0	0
recN	recN	mRNA	0	0	50	0	0	1662	0	0	1662	0	0	0	0	0	50	0	0	0	0
recO	recO	mRNA	0	0	50	0	0	729	0	0	729	0	0	0	0	0	50	0	0	0	0
recQ	recQ	mRNA	0	0	50	0	0	1830	0	0	1830	0	0	0	0	0	50	0	0	0	0
recR	recR	mRNA	0	0	50	0	0	606	0	0	606	0	0	0	0	0	50	0	0	0	0
recT	recT	mRNA	0	0	50	0	0	810	0	0	810	0	0	0	0	0	50	0	0	0	0
recX	recX	mRNA	0	0	50	0	0	501	0	0	501	0	0	0	0	0	50	0	0	0	0
relA	relA	mRNA	0	0	50	0	0	2235	0	0	2235	0	0	0	0	0	50	0	0	0	0
relB	relB	mRNA	0	0	50	0	0	240	0	0	240	0	0	0	0	0	50	0	0	0	0
relE	relE	mRNA	0	0	50	0	0	288	0	0	288	0	0	0	0	0	50	0	0	0	0
rem	rem	mRNA	0	0	50	0	0	252	0	0	252	0	0	0	0	0	50	0	0	0	0
rep	rep	mRNA	0	0	50	0	0	2022	0	0	2022	0	0	0	0	0	50	0	0	0	0
rfaB	rfaB	mRNA	0	0	50	0	0	1080	0	0	1080	0	0	0	0	0	50	0	0	0	0
rfaC	rfaC	mRNA	0	0	50	0	0	960	0	0	960	0	0	0	0	0	50	0	0	0	0
rfaD	rfaD	mRNA	0	0	50	0	0	933	0	0	933	0	0	0	0	0	50	0	0	0	0
rfaE	rfaE	mRNA	0	0	50	0	0	1434	0	0	1434	0	0	0	0	0	50	0	0	0	0
rfaF	rfaF	mRNA	0	0	50	0	0	1047	0	0	1047	0	0	0	0	0	50	0	0	0	0
rfaG	rfaG	mRNA	0	0	50	0	0	1125	0	0	1125	0	0	0	0	0	50	0	0	0	0
rfaH	rfaH	mRNA	0	0	50	0	0	489	0	0	489	0	0	0	0	0	50	0	0	0	0
rfaI	rfaI	mRNA	0	0	50	0	0	1020	0	0	1020	0	0	0	0	0	50	0	0	0	0
rfaJ	rfaJ	mRNA	0	0	50	0	0	1017	0	0	1017	0	0	0	0	0	50	0	0	0	0
rfaL	rfaL	mRNA	0	0	50	0	0	1260	0	0	1260	0	0	0	0	0	50	0	0	0	0
rfaP	rfaP	mRNA	0	0	50	0	0	798	0	0	798	0	0	0	0	0	50	0	0	0	0
rfaQ	rfaQ	mRNA	0	0	50	0	0	1035	0	0	1035	0	0	0	0	0	50	0	0	0	0
rfaS	rfaS	mRNA	0	0	50	0	0	936	0	0	936	0	0	0	0	0	50	0	0	0	0
rfaY	rfaY	mRNA	0	0	50	0	0	699	0	0	699	0	0	0	0	0	50	0	0	0	0
rfaZ	rfaZ	mRNA	0	0	50	0	0	852	0	0	852	0	0	0	0	0	50	0	0	0	0
rfbA	rfbA	mRNA	0	0	50	0	0	882	0	0	882	0	0	0	0	0	50	0	0	0	0
rfbB	rfbB	mRNA	0	0	50	0	0	1086	0	0	1086	0	0	0	0	0	50	0	0	0	0
rfbC	rfbC	mRNA	0	0	50	0	0	558	0	0	558	0	0	0	0	0	50	0	0	0	0
rfbD	rfbD	mRNA	0	0	50	0	0	900	0	0	900	0	0	0	0	0	50	0	0	0	0
rfbX	rfbX	mRNA	0	0	50	0	0	1248	0	0	1248	0	0	0	0	0	50	0	0	0	0
rfc	rfc	mRNA	0	0	50	0	0	1167	0	0	1167	0	0	0	0	0	50	0	0	0	0
rfe	rfe	mRNA	0	0	50	0	0	1104	0	0	1104	0	0	0	0	0	50	0	0	0	0
rffA	rffA	mRNA	0	0	50	0	0	1131	0	0	1131	0	0	0	0	0	50	0	0	0	0
rffC	rffC	mRNA	0	0	50	0	0	675	0	0	675	0	0	0	0	0	50	0	0	0	0
rffD	rffD	mRNA	0	0	50	0	0	1263	0	0	1263	0	0	0	0	0	50	0	0	0	0
rffE	rffE	mRNA	0	0	50	0	0	1131	0	0	1131	0	0	0	0	0	50	0	0	0	0
rffG	rffG	mRNA	0	0	50	0	0	1068	0	0	1068	0	0	0	0	0	50	0	0	0	0
rffH	rffH	mRNA	0	0	50	0	0	882	0	0	882	0	0	0	0	0	50	0	0	0	0
rffM	rffM	mRNA	0	0	50	0	0	741	0	0	741	0	0	0	0	0	50	0	0	0	0
rffT	rffT	mRNA	0	0	50	0	0	1080	0	0	1080	0	0	0	0	0	50	0	0	0	0
rhaA	rhaA	mRNA	0	0	50	0	0	1260	0	0	1260	0	0	0	0	0	50	0	0	0	0
rhaB	rhaB	mRNA	0	0	50	0	0	1470	0	0	1470	0	0	0	0	0	50	0	0	0	0
rhaD	rhaD	mRNA	0	0	50	0	0	825	0	0	825	0	0	0	0	0	50	0	0	0	0
rhaM	rhaM	mRNA	0	0	50	0	0	315	0	0	315	0	0	0	0	0	50	0	0	0	0
rhaR	rhaR	mRNA	0	0	50	0	0	849	0	0	849	0	0	0	0	0	50	0	0	0	0
rhaS	rhaS	mRNA	0	0	50	0	0	837	0	0	837	0	0	0	0	0	50	0	0	0	0
rhaT	rhaT	mRNA	0	0	50	0	0	1035	0	0	1035	0	0	0	0	0	50	0	0	0	0
rhlB	rhlB	mRNA	0	0	50	0	0	1266	0	0	1266	0	0	0	0	0	50	0	0	0	0
rhlE	rhlE	mRNA	0	0	50	0	0	1365	0	0	1365	0	0	0	0	0	50	0	0	0	0
rhmA	rhmA	mRNA	0	0	50	0	0	804	0	0	804	0	0	0	0	0	50	0	0	0	0
rhmD	rhmD	mRNA	0	0	50	0	0	1206	0	0	1206	0	0	0	0	0	50	0	0	0	0
rhmR	rhmR	mRNA	0	0	50	0	0	783	0	0	783	0	0	0	0	0	50	0	0	0	0
rhmT	rhmT	mRNA	0	0	50	0	0	1290	0	0	1290	0	0	0	0	0	50	0	0	0	0
rho	rho	mRNA	0	0	50	2	0	1260	0	0	1260	0	0	0	0	0	50	0	2	0	0
rhsA	rhsA	mRNA	0	0	50	0	0	4134	0	0	4134	0	0	0	0	0	50	0	0	0	0
rhsB	rhsB	mRNA	0	0	50	0	0	4236	0	0	4236	0	0	0	0	0	50	0	0	0	0
rhsC	rhsC	mRNA	0	0	50	0	0	4194	0	0	4194	0	0	0	0	0	50	0	0	0	0
rhsD	rhsD	mRNA	0	0	50	0	0	4281	0	0	4281	0	0	0	0	0	50	0	0	0	0
rhtA	rhtA	mRNA	0	0	50	0	0	888	0	0	888	0	0	0	0	0	50	0	0	0	0
rhtB	rhtB	mRNA	0	0	50	0	0	621	0	0	621	0	0	0	0	0	50	0	0	0	0
rhtC	rhtC	mRNA	0	0	50	0	0	621	0	0	621	0	0	0	0	0	50	0	0	0	0
ribA	ribA	mRNA	0	0	50	0	0	591	0	0	591	0	0	0	0	0	50	0	0	0	0
ribB	ribB	mRNA	0	0	50	0	0	654	0	0	654	0	0	0	0	0	50	0	0	0	0
ribC	ribC	mRNA	0	0	50	0	0	642	0	0	642	0	0	0	0	0	50	0	0	0	0
ribD	ribD	mRNA	0	0	50	0	0	1104	0	0	1104	0	0	0	0	0	50	0	0	0	0
ribE	ribE	mRNA	0	0	50	0	0	471	0	0	471	0	0	0	0	0	50	0	0	0	0
ribF	ribF	mRNA	0	0	50	0	0	942	0	0	942	0	0	0	0	0	50	0	0	0	0
rihA	rihA	mRNA	0	0	50	0	0	936	0	0	936	0	0	0	0	0	50	0	0	0	0
rihB	rihB	mRNA	0	0	50	1	0	942	0	0	942	0	0	0	0	0	50	0	1	0	0
rihC	rihC	mRNA	0	0	50	0	0	915	0	0	915	0	0	0	0	0	50	0	0	0	0
rimI	rimI	mRNA	0	0	50	0	0	447	0	0	447	0	0	0	0	0	50	0	0	0	0
rimJ	rimJ	mRNA	0	0	50	0	0	585	0	0	585	0	0	0	0	0	50	0	0	0	0
rimK	rimK	mRNA	0	0	50	0	0	903	0	0	903	0	0	0	0	0	50	0	0	0	0
rimL	rimL	mRNA	0	0	50	0	0	540	0	0	540	0	0	0	0	0	50	0	0	0	0
rimM	rimM	mRNA	0	0	50	0	0	549	0	0	549	0	0	0	0	0	50	0	0	0	0
rimN	rimN	mRNA	0	0	50	0	0	573	0	0	573	0	0	0	0	0	50	0	0	0	0
rimO	rimO	mRNA	0	0	50	0	0	1326	0	0	1326	0	0	0	0	0	50	0	0	0	0
rimP	rimP	mRNA	0	0	50	0	0	453	0	0	453	0	0	0	0	0	50	0	0	0	0
rlmA	rlmA	mRNA	0	0	50	0	0	810	0	0	810	0	0	0	0	0	50	0	0	0	0
rlmB	rlmB	mRNA	0	0	50	0	0	732	0	0	732	0	0	0	0	0	50	0	0	0	0
rlmE	rlmE	mRNA	0	0	50	0	0	630	0	0	630	0	0	0	0	0	50	0	0	0	0
rlmF	rlmF	mRNA	0	0	50	0	0	927	0	0	927	0	0	0	0	0	50	0	0	0	0
rlmG	rlmG	mRNA	0	0	50	1	0	1137	0	0	1137	0	0	0	0	0	50	0	1	0	0
rlmH	rlmH	mRNA	0	0	50	0	0	468	0	0	468	0	0	0	0	0	50	0	0	0	0
rlmI	rlmI	mRNA	0	0	50	0	0	1191	0	0	1191	0	0	0	0	0	50	0	0	0	0
rlmL	rlmL	mRNA	0	0	50	0	0	2109	0	0	2109	0	0	0	0	0	50	0	0	0	0
rlmM	rlmM	mRNA	0	0	50	0	0	1101	0	0	1101	0	0	0	0	0	50	0	0	0	0
rlmN	rlmN	mRNA	0	0	50	0	0	1155	0	0	1155	0	0	0	0	0	50	0	0	0	0
rlpA	rlpA	mRNA	0	0	50	0	0	1089	0	0	1089	0	0	0	0	0	50	0	0	0	0
rluA	rluA	mRNA	0	0	50	0	0	660	0	0	660	0	0	0	0	0	50	0	0	0	0
rluB	rluB	mRNA	0	0	50	0	0	876	0	0	876	0	0	0	0	0	50	0	0	0	0
rluC	rluC	mRNA	0	0	50	0	0	960	0	0	960	0	0	0	0	0	50	0	0	0	0
rluD	rluD	mRNA	0	0	50	0	0	981	0	0	981	0	0	0	0	0	50	0	0	0	0
rluE	rluE	mRNA	0	0	50	0	0	654	0	0	654	0	0	0	0	0	50	0	0	0	0
rluF	rluF	mRNA	0	0	50	0	0	873	0	0	873	0	0	0	0	0	50	0	0	0	0
rmf	rmf	mRNA	0	0	50	0	0	168	0	0	168	0	0	0	0	0	50	0	0	0	0
rmuC	rmuC	mRNA	0	0	50	0	0	1428	0	0	1428	0	0	0	0	0	50	0	0	0	0
rna	rna	mRNA	0	0	50	0	0	807	0	0	807	0	0	0	0	0	50	0	0	0	0
rnb	rnb	mRNA	0	0	50	0	0	1935	0	0	1935	0	0	0	0	0	50	0	0	0	0
rnc	rnc	mRNA	0	0	50	0	0	681	0	0	681	0	0	0	0	0	50	0	0	0	0
rnd	rnd	mRNA	0	0	50	0	0	1128	0	0	1128	0	0	0	0	0	50	0	0	0	0
rne	rne	mRNA	0	0	50	0	0	3186	0	0	3186	0	0	0	0	0	50	0	0	0	0
rng	rng	mRNA	0	0	50	0	0	1470	0	0	1470	0	0	0	0	0	50	0	0	0	0
rnhA	rnhA	mRNA	0	0	50	0	0	468	0	0	468	0	0	0	0	0	50	0	0	0	0
rnhB	rnhB	mRNA	0	0	50	0	0	597	0	0	597	0	0	0	0	0	50	0	0	0	0
rnk	rnk	mRNA	0	0	50	0	0	411	0	0	411	0	0	0	0	0	50	0	0	0	0
rnlA	rnlA	mRNA	0	0	50	0	0	1074	0	0	1074	0	0	0	0	0	50	0	0	0	0
rnpA	rnpA	mRNA	0	0	50	0	0	360	0	0	360	0	0	0	0	0	50	0	0	0	0
rnpB	rnpB	ncRNA	0	0	50	2	0	377	0	0	377	0	0	0	0	0	50	0	2	0	0
rnr	rnr	mRNA	0	0	50	0	0	2442	0	0	2442	0	0	0	0	0	50	0	0	0	0
rnt	rnt	mRNA	0	0	50	0	0	648	0	0	648	0	0	0	0	0	50	0	0	0	0
rob	rob	mRNA	0	0	50	0	0	870	0	0	870	0	0	0	0	0	50	0	0	0	0
rodZ	rodZ	mRNA	0	0	50	0	0	1014	0	0	1014	0	0	0	0	0	50	0	0	0	0
rof	rof	mRNA	0	0	50	0	0	255	0	0	255	0	0	0	0	0	50	0	0	0	0
rpe	rpe	mRNA	0	0	50	0	0	678	0	0	678	0	0	0	0	0	50	0	0	0	0
rph	rph	mRNA	0	0	50	0	0	687	0	0	687	0	0	0	0	0	50	0	0	0	0
rpiA	rpiA	mRNA	0	0	50	0	0	660	0	0	660	0	0	0	0	0	50	0	0	0	0
rpiB	rpiB	mRNA	0	0	50	0	0	450	0	0	450	0	0	0	0	0	50	0	0	0	0
rpiR	rpiR	mRNA	0	0	50	0	0	891	0	0	891	0	0	0	0	0	50	0	0	0	0
rplA	rplA	mRNA	0	0	50	0	0	705	0	0	705	0	0	0	0	0	50	0	0	0	0
rplB	rplB	mRNA	0	0	50	0	0	822	0	0	822	0	0	0	0	0	50	0	0	0	0
rplC	rplC	mRNA	0	0	50	0	0	630	0	0	630	0	0	0	0	0	50	0	0	0	0
rplD	rplD	mRNA	0	0	50	0	0	606	0	0	606	0	0	0	0	0	50	0	0	0	0
rplE	rplE	mRNA	0	0	50	0	0	540	0	0	540	0	0	0	0	0	50	0	0	0	0
rplF	rplF	mRNA	0	0	50	0	0	534	0	0	534	0	0	0	0	0	50	0	0	0	0
rplI	rplI	mRNA	1	0	50	0	0	450	0	0	450	0	0	0	0	0	50	1	0	0	0
rplJ	rplJ	mRNA	0	0	50	0	0	498	0	0	498	0	0	0	0	0	50	0	0	0	0
rplK	rplK	mRNA	0	0	50	0	0	429	0	0	429	0	0	0	0	0	50	0	0	0	0
rplL	rplL	mRNA	0	0	50	0	0	366	0	0	366	0	0	0	0	0	50	0	0	0	0
rplM	rplM	mRNA	0	0	50	0	0	429	0	0	429	0	0	0	0	0	50	0	0	0	0
rplN	rplN	mRNA	0	0	50	0	0	372	0	0	372	0	0	0	0	0	50	0	0	0	0
rplO	rplO	mRNA	0	0	50	0	0	435	0	0	435	0	0	0	0	0	50	0	0	0	0
rplP	rplP	mRNA	0	0	50	0	0	411	0	0	411	0	0	0	0	0	50	0	0	0	0
rplQ	rplQ	mRNA	0	0	50	0	0	384	0	0	384	0	0	0	0	0	50	0	0	0	0
rplR	rplR	mRNA	0	0	50	0	0	354	0	0	354	0	0	0	0	0	50	0	0	0	0
rplS	rplS	mRNA	0	0	50	0	0	348	0	0	348	0	0	0	0	0	50	0	0	0	0
rplT	rplT	mRNA	0	0	50	0	0	357	0	0	357	0	0	0	0	0	50	0	0	0	0
rplU	rplU	mRNA	0	0	50	0	0	312	0	0	312	0	0	0	0	0	50	0	0	0	0
rplV	rplV	mRNA	0	0	50	0	0	333	0	0	333	0	0	0	0	0	50	0	0	0	0
rplW	rplW	mRNA	0	0	50	0	0	303	0	0	303	0	0	0	0	0	50	0	0	0	0
rplX	rplX	mRNA	0	0	50	0	0	315	0	0	315	0	0	0	0	0	50	0	0	0	0
rplY	rplY	mRNA	0	0	50	0	0	285	0	0	285	0	0	0	0	0	50	0	0	0	0
rpmA	rpmA	mRNA	0	0	50	0	0	258	0	0	258	0	0	0	0	0	50	0	0	0	0
rpmB	rpmB	mRNA	0	0	50	0	0	237	0	0	237	0	0	0	0	0	50	0	0	0	0
rpmC	rpmC	mRNA	0	0	50	0	0	192	0	0	192	0	0	0	0	0	50	0	0	0	0
rpmD	rpmD	mRNA	0	0	50	0	0	180	0	0	180	0	0	0	0	0	50	0	0	0	0
rpmE	rpmE	mRNA	0	0	50	0	0	213	0	0	213	0	0	0	0	0	50	0	0	0	0
rpmF	rpmF	mRNA	0	0	50	0	0	174	0	0	174	0	0	0	0	0	50	0	0	0	0
rpmG	rpmG	mRNA	0	0	50	0	0	168	0	0	168	0	0	0	0	0	50	0	0	0	0
rpmH	rpmH	mRNA	0	0	50	0	0	141	0	0	141	0	0	0	0	0	50	0	0	0	0
rpmI	rpmI	mRNA	0	0	50	0	0	198	0	0	198	0	0	0	0	0	50	0	0	0	0
rpmJ	rpmJ	mRNA	0	0	50	0	0	117	0	0	117	0	0	0	0	0	50	0	0	0	0
rpoA	rpoA	mRNA	0	0	50	0	0	990	0	0	990	0	0	0	0	0	50	0	0	0	0
rpoB	rpoB	mRNA	0	0	50	1	0	4029	0	0	4029	0	0	0	0	0	50	0	1	0	0
rpoC	rpoC	mRNA	0	0	50	0	0	4224	0	0	4224	0	0	0	0	0	50	0	0	0	0
rpoD	rpoD	mRNA	0	0	50	0	0	1842	0	0	1842	0	0	0	0	0	50	0	0	0	0
rpoE	rpoE	mRNA	0	0	50	0	0	576	0	0	576	0	0	0	0	0	50	0	0	0	0
rpoH	rpoH	mRNA	0	0	50	0	0	855	0	0	855	0	0	0	0	0	50	0	0	0	0
rpoN	rpoN	mRNA	0	0	50	0	0	1434	0	0	1434	0	0	0	0	0	50	0	0	0	0
rpoS	rpoS	mRNA	0	0	50	0	0	993	0	0	993	0	0	0	0	0	50	0	0	0	0
rpoZ	rpoZ	mRNA	0	0	50	0	0	276	0	0	276	0	0	0	0	0	50	0	0	0	0
rppH	rppH	mRNA	0	0	50	0	0	531	0	0	531	0	0	0	0	0	50	0	0	0	0
rprA	rprA	ncRNA	0	0	50	0	0	106	0	0	106	0	0	0	0	0	50	0	0	0	0
rpsA	rpsA	mRNA	0	0	50	0	0	1674	0	0	1674	0	0	0	0	0	50	0	0	0	0
rpsB	rpsB	mRNA	0	0	50	0	0	726	0	0	726	0	0	0	0	0	50	0	0	0	0
rpsC	rpsC	mRNA	0	0	50	0	0	702	0	0	702	0	0	0	0	0	50	0	0	0	0
rpsD	rpsD	mRNA	0	0	50	1	0	621	0	0	621	0	0	0	0	0	50	0	1	0	0
rpsE	rpsE	mRNA	0	0	50	0	0	504	0	0	504	0	0	0	0	0	50	0	0	0	0
rpsF	rpsF	mRNA	0	0	50	0	0	396	0	0	396	0	0	0	0	0	50	0	0	0	0
rpsG	rpsG	mRNA	0	0	50	0	0	540	0	0	540	0	0	0	0	0	50	0	0	0	0
rpsH	rpsH	mRNA	0	0	50	0	0	393	0	0	393	0	0	0	0	0	50	0	0	0	0
rpsI	rpsI	mRNA	0	0	50	0	0	393	0	0	393	0	0	0	0	0	50	0	0	0	0
rpsJ	rpsJ	mRNA	0	0	50	0	0	312	0	0	312	0	0	0	0	0	50	0	0	0	0
rpsK	rpsK	mRNA	0	0	50	0	0	390	0	0	390	0	0	0	0	0	50	0	0	0	0
rpsL	rpsL	mRNA	0	0	50	0	0	375	0	0	375	0	0	0	0	0	50	0	0	0	0
rpsM	rpsM	mRNA	0	0	50	0	0	357	0	0	357	0	0	0	0	0	50	0	0	0	0
rpsN	rpsN	mRNA	0	0	50	0	0	306	0	0	306	0	0	0	0	0	50	0	0	0	0
rpsO	rpsO	mRNA	0	0	50	0	0	270	0	0	270	0	0	0	0	0	50	0	0	0	0
rpsP	rpsP	mRNA	0	0	50	0	0	249	0	0	249	0	0	0	0	0	50	0	0	0	0
rpsQ	rpsQ	mRNA	0	0	50	0	0	255	0	0	255	0	0	0	0	0	50	0	0	0	0
rpsR	rpsR	mRNA	0	0	50	0	0	228	0	0	228	0	0	0	0	0	50	0	0	0	0
rpsS	rpsS	mRNA	0	0	50	0	0	279	0	0	279	0	0	0	0	0	50	0	0	0	0
rpsT	rpsT	mRNA	0	0	50	0	0	264	0	0	264	0	0	0	0	0	50	0	0	0	0
rpsU	rpsU	mRNA	0	0	50	0	0	216	0	0	216	0	0	0	0	0	50	0	0	0	0
rraA	rraA	mRNA	0	0	50	0	0	486	0	0	486	0	0	0	0	0	50	0	0	0	0
rraB	rraB	mRNA	0	0	50	0	0	417	0	0	417	0	0	0	0	0	50	0	0	0	0
rrfA	rrfA	rRNA	0	0	50	0	0	120	0	0	120	0	0	0	0	0	50	0	0	0	0
rrfB	rrfB	rRNA	0	0	50	0	0	120	0	0	120	0	0	0	0	0	50	0	0	0	0
rrfC	rrfC	rRNA	0	0	50	0	0	120	0	0	120	0	0	0	0	0	50	0	0	0	0
rrfD	rrfD	rRNA	0	0	50	0	0	120	0	0	120	0	0	0	0	0	50	0	0	0	0
rrfE	rrfE	rRNA	0	0	50	0	0	120	0	0	120	0	0	0	0	0	50	0	0	0	0
rrfF	rrfF	rRNA	0	0	50	0	0	120	0	0	120	0	0	0	0	0	50	0	0	0	0
rrfG	rrfG	rRNA	0	0	50	0	0	120	0	0	120	0	0	0	0	0	50	0	0	0	0
rrfH	rrfH	rRNA	0	0	50	0	0	120	0	0	120	0	0	0	0	0	50	0	0	0	0
rrlA	rrlA	rRNA	0	0	50	0	0	2905	0	0	2905	0	0	0	0	0	50	0	0	0	0
rrlB	rrlB	rRNA	0	0	50	0	0	2904	0	0	2904	0	0	0	0	0	50	0	0	0	0
rrlC	rrlC	rRNA	0	0	50	0	0	2904	0	0	2904	0	0	0	0	0	50	0	0	0	0
rrlD	rrlD	rRNA	0	0	50	0	0	2904	0	0	2904	0	0	0	0	0	50	0	0	0	0
rrlE	rrlE	rRNA	0	0	50	0	0	2904	0	0	2904	0	0	0	0	0	50	0	0	0	0
rrlG	rrlG	rRNA	0	0	50	0	0	2904	0	0	2904	0	0	0	0	0	50	0	0	0	0
rrlH	rrlH	rRNA	0	0	50	0	0	2904	0	0	2904	0	0	0	0	0	50	0	0	0	0
rrsA	rrsA	rRNA	0	0	50	0	0	1542	0	0	1542	0	0	0	0	0	50	0	0	0	0
rrsB	rrsB	rRNA	0	0	50	0	0	1542	0	0	1542	0	0	0	0	0	50	0	0	0	0
rrsC	rrsC	rRNA	0	0	50	0	0	1542	0	0	1542	0	0	0	0	0	50	0	0	0	0
rrsD	rrsD	rRNA	0	0	50	0	0	1542	0	0	1542	0	0	0	0	0	50	0	0	0	0
rrsE	rrsE	rRNA	0	0	50	0	0	1542	0	0	1542	0	0	0	0	0	50	0	0	0	0
rrsG	rrsG	rRNA	0	0	50	0	0	1542	0	0	1542	0	0	0	0	0	50	0	0	0	0
rrsH	rrsH	rRNA	0	0	50	0	0	1542	0	0	1542	0	0	0	0	0	50	0	0	0	0
rsd	rsd	mRNA	0	0	50	0	0	477	0	0	477	0	0	0	0	0	50	0	0	0	0
rseA	rseA	mRNA	0	0	50	0	0	651	0	0	651	0	0	0	0	0	50	0	0	0	0
rseB	rseB	mRNA	0	0	50	0	0	957	0	0	957	0	0	0	0	0	50	0	0	0	0
rseC	rseC	mRNA	0	0	50	0	0	480	0	0	480	0	0	0	0	0	50	0	0	0	0
rseP	rseP	mRNA	0	0	50	0	0	1353	0	0	1353	0	0	0	0	0	50	0	0	0	0
rseX	rseX	ncRNA	0	0	50	0	0	91	0	0	91	0	0	0	0	0	50	0	0	0	0
rsgA	rsgA	mRNA	0	0	50	0	0	1053	0	0	1053	0	0	0	0	0	50	0	0	0	0
